Código Soporte;Código Elemento;Empresa;Nombre Comercial Tecnología;Dirección;Localidad;Comuna;Región;Tipo Documento Autorizatorio;Nro. Documento;Fecha Documento;Tipo Soporte;Altura;Frecuencia;Banda;Ancho Banda;Tecnología;Tipo Acceso;Latitud;Longitud;x;y
"11.410";"14.664";CLARO CHILE SPA.;3G;S/D;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;231;12/05/2000;Torre Auto Soportada;"34";"1900";UHF;30000;UMTS(3G);WCDMA;53° 9´ 24.500159999999997´´;70° 54´ 57.30012´´;"-70,916";"-53,157"
"14.935";"47.244";ENTEL PCS;2G;LAS CHARCAS, PARCELAS 102-B;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;766;29/09/2009;Torre Ventada;"36";"1900";UHF;30000;GSM(2G);TDMA;53° 7´ 10´´;70° 56´ 32´´;"-70,942";"-53,119"
"27.095";"13.936";Movistar;2G;Av. España Nº 2139;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;572;24/09/2004;Azotea;"11";"1900";UHF;20000;GSM(2G);TDMA;53° 10´ 15.15´´;70° 55´ 25.54´´;"-70,924";"-53,171"
"14.914";"36.053";ENTEL PCS;2G;KM 4,5 SUR RIO LOS CIERVOS;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;559;30/06/2008;Torre Ventada;"60";"1900";UHF;30000;GSM(2G);TDMA;53° 11´ 37´´;70° 56´ 45´´;"-70,946";"-53,194"
"14.917";"21.291";ENTEL PCS;2G;AV. BULNES Nº 04800;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;643;03/11/2006;Monoposte;"36";"1900";UHF;30000;GSM(2G);TDMA;53° 7´ 33´´;70° 52´ 10´´;"-70,869";"-53,126"
"18.004";"38.790";MOVISTAR MOVIL;2G;Estancia Las Charas;;Río Verde;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;696;23/08/2010;Torre Auto Soportada;"54";"850";UHF;25000;GSM(2G);TDMA;52° 38´ 52´´;71° 27´ 28´´;"-71,458";"-52,648"
"14.959";"16.650";ENTEL PCS;;PREDIO MIRAMAR S/N, SECTOR SANTA MARÍA;;Porvenir;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;579;22/09/2003;Torre Ventada;"60";"1900";UHF;30000;GSM;TDMA;53° 18´ 37.6´´;70° 22´ 40.9´´;"-70,378";"-53,31"
"14.933";"47.224";ENTEL PCS;2G;PARCELA Nº 4, MIRADOR DEL SUR;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;783;30/09/2009;Torre Ventada;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 8´ 30´´;70° 57´ 17´´;"-70,955";"-53,142"
"14.929";"44.477";ENTEL PCS;2G;AV. BULNES Nº 2235;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;719;09/09/2009;Monoposte;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 7´ 59´´;70° 52´ 34´´;"-70,876";"-53,133"
"14.929";"42.515";ENTEL PCS;2G;AV. BULNES 3,5 NORTE;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;268;27/03/2009;Monoposte;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 7´ 59´´;70° 52´ 34´´;"-70,876";"-53,133"
"14.942";"61.002";Movistar;2G;Ruta R-9, Km 13,5. Fundo Los Robles;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;398;29/09/2005;Torre Ventada;"48";"1900";UHF;20000;GSM(2G);TDMA;53° 2´ 60´´;70° 51´ 10´´;"-70,853";"-53,05"
"14.949";"14.147";Movistar;2G;Ruta 9, Km 155 carretera a Puerto Natales;;Laguna Blanca;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;59;16/01/2006;Torre Ventada;"48";"1900";UHF;20000;GSM(2G);TDMA;52° 7´ 33´´;71° 31´ 36´´;"-71,527";"-52,126"
"18.597";"59.806";Wom;2G/3G;Cancha Rayada N°375;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;336;17/03/2011;Monoposte;"29";"2100";UHF;30000;GSM(2G)/UMTS(3G);TDMA/WCDMA;53° 9´ 37´´;70° 55´ 55´´;"-70,932";"-53,16"
"17.536";"18.340";Movistar;2G;O'Higgins Nº 1247;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;302;07/06/2006;Torre Auto Soportada;"30";"850";UHF;25000;GSM(2G);TDMA;51° 48´ 40´´;72° 29´ 28´´;"-72,491";"-51,811"
"14.965";"36.051";ENTEL PCS;2G;ESMERALDA Nº 1096, ESQUINA BALMACEDA;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;559;30/06/2008;Torre Auto Soportada;"24";"1900";UHF;30000;GSM(2G);TDMA;51° 43´ 35´´;72° 29´ 38´´;"-72,494";"-51,726"
"11.425";"34.453";CLARO CHILE SPA.;2G;Avda. Bulnes Nº 04800;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;485;09/08/2013;Monoposte;"36";"850";UHF;25000;GSM(2G);TDMA;53° 7´ 32.40012´´;70° 52´ 10.89012´´;"-70,87";"-53,126"
"27.095";"14.209";Movistar;2G;Av. España Nº 2139;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;208;25/04/2006;Azotea;"11";"850";UHF;25000;GSM(2G);TDMA;53° 10´ 15.15´´;70° 55´ 25.54´´;"-70,924";"-53,171"
"19.269";"56.221";VTR COMUNICACIONES SPA;3G;Hijuela 14 G-B Cerro Dorotea;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;597;12/07/2019;Torre Auto Soportada;"18";"2100";UHF;30000;UMTS(3G);WCDMA;53° 9´ 28.2´´;70° 54´ 54.6´´;"-70,915";"-53,158"
"20.379";"18.344";Movistar;2G;Predio Miramar s/n, sector Santa María. Provincia Tierra del Fuego;;Porvenir;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;302;07/06/2006;Torre Auto Soportada;"60";"850";UHF;25000;GSM(2G);TDMA;53° 18´ 36.9´´;70° 22´ 37.95´´;"-70,377";"-53,31"
"16.328";"14.056";Movistar;2G;"Ruta 9; Km 19,06";;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;496;02/09/2004;Torre Auto Soportada;"30";"1900";UHF;20000;GSM(2G);TDMA;53° 0´ 36´´;70° 49´ 27´´;"-70,824";"-53,01"
"14.932";"47.546";ENTEL PCS;2G;KM. 8,5, RUTA 9 NORTE Nº 09606;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;765;29/09/2009;Torre Ventada;"60";"1900";UHF;30000;GSM(2G);TDMA;53° 5´ 16´´;70° 52´ 58´´;"-70,883";"-53,088"
"14.945";"21.844";ENTEL PCS;2G;PLAZA MUÑOZ GAMERO Nº 1039;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;812;27/12/2006;Sin Info;"24";"1900";UHF;30000;GSM(2G);TDMA;53° 10´ 2´´;70° 54´ 34´´;"-70,909";"-53,167"
"14.923";"393.364";ENTEL PCS;2G;Coronel José de los Santos Marín N° 1695;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;836;30/08/2007;Torre Auto Soportada;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 8´ 5´´;70° 55´ 24´´;"-70,923";"-53,135"
"14.931";"43.649";ENTEL PCS;;AV. LOS FLAMENCOS, PARC. Nº0845, PARCELA D-4;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;658;31/08/2009;Torre Ventada;"36";"1900";UHF;30000;El Bosque - Circunvalación ;TDMA;53° 7´ 18´´;70° 54´ 22´´;"-70,906";"-53,122"
"14.949";"7828";ENTEL PCS;2G;ESTANCIA PRIMAVERA, SECTOR MORRO CHICO;;Laguna Blanca;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;364;19/08/2005;Torre Ventada;"48";"1900";UHF;30000;GSM(2G);TDMA;52° 7´ 33´´;71° 31´ 36´´;"-71,527";"-52,126"
"17.582";"60.808";MOVISTAR MOVIL;2G;"Ruta 9 Norte, Km 13,5; Loteo G Varillas, Parcela 34. Río Seco";;Punta Arenas;Región de Magallanes y de la Antártica Chilena;RES. NOTIFICADA;36;09/01/2007;Torre Auto Soportada;"30";"1900";UHF;10000;GSM(2G);TDMA;53° 3´ 11´´;70° 53´ 41´´;"-70,895";"-53,053"
"14.937";"48.224";ENTEL PCS;2G;PRESIDENTE EDUARDO FREI MONTALVA Nº 0983;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;1066;13/11/2009;Torre Auto Soportada;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 7´ 58´´;70° 54´ 32´´;"-70,909";"-53,133"
"18.598";"56.619";Wom;2G/3G;Camino Dorotea Km 3, s/n;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;63;20/04/2010;Torre Auto Soportada;"25";"2100";UHF;30000;GSM(2G)/UMTS(3G);TDMA/WCDMA;51° 42´ 52.6´´;72° 28´ 48.2´´;"-72,48";"-51,715"
"24.743";"14.120";Movistar;2G;Armando Sanhueza Nº 110 - 114;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;278;04/07/2005;Torre Auto Soportada;"30";"1900";UHF;20000;GSM(2G);TDMA;53° 9´ 8.2´´;70° 54´ 10.8´´;"-70,903";"-53,152"
"11.410";"19.839";CLARO CHILE SPA.;2G;Patagona N° 825;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;566;03/10/2006;Torre Auto Soportada;"34";"850";UHF;25000;GSM(2G);TDMA;53° 9´ 24.500159999999997´´;70° 54´ 57.30012´´;"-70,916";"-53,157"
"14.962";"53.539";ENTEL PCS;2G;Sector Cameron;;Timaukel;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;335;04/06/2013;Torre Ventada;"36";"1900";UHF;60000;GSM(2G);TDMA;53° 38´ 19´´;69° 38´ 36´´;"-69,643";"-53,639"
"17.631";"18.347";Movistar;2G;Martínez de Aldunate Nº 1471;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;302;07/06/2006;Torre Auto Soportada;"36";"850";UHF;25000;GSM(2G);TDMA;53° 9´ 34´´;70° 55´ 55´´;"-70,932";"-53,159"
"11.411";"34.546";CLARO CHILE SPA.;2G;Dr. Oscar Munizaga, S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;412;04/06/2019;Monoposte;"36";"1900";SHF;30000;GSM(2G);TDMA;53° 8´ 28.489919999999998´´;70° 53´ 52.68984´´;"-70,898";"-53,141"
"11.416";"18.984";CLARO CHILE SPA.;2G;Cerro Mirador s/n;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;710;21/11/2006;Torre Auto Soportada;"42";"1900";UHF;30000;GSM(2G);TDMA;53° 9´ 24.990119999999997´´;71° 2´ 27.39012´´;"-71,041";"-53,157"
"11.415";"32.121";CLARO CHILE SPA.;2G;Ruta 9, Km 25, Sector Cabo Negro;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;1043;12/11/2007;Torre Auto Soportada;"48";"850";UHF;25000;GSM(2G);TDMA;52° 57´ 11.30004´´;70° 50´ 24´´;"-70,84";"-52,953"
"14.963";"54.127";ENTEL PCS;2G;Sector Pampa Guanaco;;Timaukel;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;1434;16/11/2011;Torre Ventada;"36";"1900";UHF;30000;GSM(2G);TDMA;54° 2´ 49´´;68° 48´ 12´´;"-68,803";"-54,047"
"11.417";"30.619";CLARO CHILE SPA.;2G;Ruta CH- 255, Km. 105, s/n°;;San Gregorio;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;640;05/07/2007;Torre Auto Soportada;"36";"850";UHF;25000;GSM(2G);TDMA;52° 22´ 57´´;69° 45´ 15.289919999999999´´;"-69,754";"-52,382"
"17.749";"13.536";Movistar;2G;Cerro Dorotea s/n;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;248;14/06/2004;Torre Auto Soportada;"18";"1900";UHF;10000;GSM(2G);FDD/TDMA;51° 40´ 46´´;72° 29´ 28´´;"-72,491";"-51,679"
"14.913";"43.690";ENTEL PCS;2G;AEROPUERTO DE PUNTA ARENAS;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;284;27/03/2009;Torre Ventada;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 0´ 37´´;70° 49´ 34´´;"-70,826";"-53,01"
"16.505";"12.889";Movistar;2G;Colón N° 680;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;24;13/01/2004;Torre Ventada;"36";"1900";UHF;10000;GSM(2G);TDMA;53° 9´ 34´´;70° 54´ 23´´;"-70,906";"-53,159"
"14.933";"47.243";ENTEL PCS;2G;PARCELA Nº 4, MIRADOR DEL SUR;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;766;29/09/2009;Torre Ventada;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 8´ 30´´;70° 57´ 17´´;"-70,955";"-53,142"
"14.908";"12.192";ENTEL PCS;2G;CO. MIRADOR;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;93;10/02/2000;Torre Ventada;"40";"1900";UHF;30000;GSM(2G);TDMA;53° 9´ 24´´;71° 2´ 37´´;"-71,044";"-53,157"
"14.908";"16.077";ENTEL PCS;2G;Cerro Mirador;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;141;10/03/2000;Torre Ventada;"40";"1900";UHF;30000;GSM(2G);TDMA;53° 9´ 24´´;71° 2´ 37´´;"-71,044";"-53,157"
"14.912";"36.057";ENTEL PCS;2G;ZENTENO Nº 1325;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;559;30/06/2008;Torre Auto Soportada;"24";"1900";UHF;30000;GSM(2G);TDMA;53° 9´ 39´´;70° 55´ 20´´;"-70,922";"-53,161"
"18.596";"59.805";Wom;2G/3G;Av. Presidente Eduardo Frei Montalva N° 0983;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;336;17/03/2011;Monoposte;"29";"2100";UHF;30000;GSM(2G)/UMTS(3G);TDMA/WCDMA;53° 7´ 58´´;70° 54´ 32´´;"-70,909";"-53,133"
"14.921";"393.365";ENTEL PCS;2G;Gaspar Marín N° 976;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;836;30/08/2007;Torre Auto Soportada;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 9´ 40´´;70° 56´ 37´´;"-70,944";"-53,161"
"17.809";"14.133";Movistar;2G;Prolongación Martínez de Aldunate, Parcela 32;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;278;04/07/2005;Torre Auto Soportada;"30";"1900";UHF;20000;GSM(2G);TDMA;53° 10´ 37´´;70° 56´ 52´´;"-70,948";"-53,177"
"17.809";"18.346";Movistar;2G;Prolongación Martínez de Aldunate, Parcela 32;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;302;07/06/2006;Torre Auto Soportada;"30";"850";UHF;25000;GSM(2G);TDMA;53° 10´ 37´´;70° 56´ 52´´;"-70,948";"-53,177"
"16.473";"44.053";MOVISTAR MOVIL;2G;Av. Bulnes Nº 04800;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;266;27/03/2009;Torre Auto Soportada;"30";"850";UHF;25000;GSM(2G); ;53° 7´ 32´´;70° 52´ 8´´;"-70,869";"-53,126"
"11.411";"34.565";CLARO CHILE SPA.;2G;Dr. Oscar Munizaga, S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;415;22/04/2008;Monoposte;"36";"850";UHF;25000;GSM(2G);TDMA;53° 8´ 28.489919999999998´´;70° 53´ 52.68984´´;"-70,898";"-53,141"
"14.914";"56.512";MOVISTAR MOVIL;2G;Prolongación 21 de mayo,camino fuerte Bulnes km 4 1/2 sur;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;535;11/04/2011;Torre Ventada;"60";"850";UHF;25000;GSM(2G);TDMA;53° 11´ 37´´;70° 56´ 45´´;"-70,946";"-53,194"
"11.417";"18.980";CLARO CHILE SPA.;2G;Ruta CH-255,        Km. 105;;San Gregorio;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;710;21/11/2006;Torre Auto Soportada;"36";"1900";UHF;30000;GSM(2G);TDMA;52° 22´ 57´´;69° 45´ 15.289919999999999´´;"-69,754";"-52,382"
"16.328";"14.206";Movistar;2G;"Ruta 9; Km 19,06";;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;208;25/04/2006;Torre Auto Soportada;"30";"850";UHF;25000;GSM(2G);TDMA;53° 0´ 36´´;70° 49´ 27´´;"-70,824";"-53,01"
"16.606";"50.096";MOVISTAR MOVIL;2G;Sur Oriente de la Villa Cerro Castillo;;Torres del Paine;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;587;01/07/2010;Torre Ventada;"18";"1900";UHF;30000;GSM(2G);TDMA;51° 15´ 28´´;72° 20´ 32´´;"-72,342";"-51,258"
"14.919";"392.273";ENTEL PCS;2G;AV COLON N° 900;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;472;29/05/2007;Cielo Raso;"0";"1900";UHF;30000;GSM(2G);TDMA;53° 9´ 39´´;70° 54´ 11´´;"-70,903";"-53,161"
"11.421";"50.128";CLARO CHILE SPA.;2G;Ruta Puerto Natales - Punta Arenas Km. 7,2, Sector Mirador Dorotea;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;39;17/01/2017;Torre Ventada;"24";"850";UHF;25000;GSM(2G);TDMA;51° 40´ 47.600004´´;72° 26´ 15.3´´;"-72,438";"-51,68"
"14.923";"31.577";ENTEL PCS;2G/4G;CORONEL JOSÉ DE LOS SANTOS MARDONES Nº 1695;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;429;14/05/2018;Torre Auto Soportada;"30";"1900";UHF;30000;LTE(4G)/GSM(2G);FDD;53° 8´ 5´´;70° 55´ 24´´;"-70,923";"-53,135"
"14.939";"56.968";ENTEL PCS;2G;PARCELA SAN SEBASTIAN, LOTE 39, SECTOR OJO BUENO.;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;461;06/04/2011;Torre Ventada;"21";"1900";UHF;30000;GSM(2G);TDMA;53° 2´ 13´´;70° 53´ 39´´;"-70,894";"-53,037"
"14.957";"19.671";ENTEL PCS;2G;CALLE VÍA DOS (CAPDEVILLE) S/N, LOCALIDAD PUERTO WILLIAMS;;CABO DE HORNOS;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;487;06/12/2005;Torre Ventada;"48";"1900";UHF;30000;GSM(2G);TDMA;54° 56´ 17´´;67° 36´ 34´´;"-67,609";"-54,938"
"14.942";"18.343";Movistar;2G;Ruta R-9, Km 13,5. Fundo Los Robles;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;302;07/06/2006;Torre Ventada;"48";"850";UHF;25000;GSM(2G);TDMA;53° 2´ 60´´;70° 51´ 10´´;"-70,853";"-53,05"
"17.154";"39.941";MOVISTAR MOVIL;2G;Jorge Montt Nº 146 - 156;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;730;11/09/2008;Monoposte;"30";"1900";UHF;20000;GSM(2G);TDMA;53° 9´ 22´´;70° 53´ 38´´;"-70,894";"-53,156"
"17.660";"38.789";MOVISTAR MOVIL;2G;"Ruta Ch255, Km106; Cerro Kamiri Aike";;San Gregorio;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;696;23/08/2010;Torre Auto Soportada;"42";"850";UHF;25000;GSM(2G);TDMA;52° 23´ 1´´;69° 45´ 18´´;"-69,755";"-52,384"
"11.436";"51.113";CLARO CHILE SPA.;2G;Prolongación Calle Mardones s/n, Parcela 110, Sector Pampa Redonda;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;505;09/08/2013;Torre Auto Soportada;"36";"1900";UHF;30000;GSM(2G);TDMA;53° 7´ 4.100016´´;70° 56´ 36.9´´;"-70,944";"-53,118"
"14.943";"58.739";ENTEL PCS;2G;ARMANDO SANHUEZA Nº 114;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;491;07/04/2011;Sin Info;"24";"1900";UHF;30000;GSM(2G);TDMA;53° 9´ 8´´;70° 54´ 10´´;"-70,903";"-53,152"
"27.095";"11.816";MOVISTAR MOVIL;2G;Av. España Nº 2139;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;89;22/02/2006;Azotea;"11";"1900";UHF;10000;GSM(2G);TDMA;53° 10´ 15.15´´;70° 55´ 25.54´´;"-70,924";"-53,171"
"11.415";"32.106";CLARO CHILE SPA.;2G;Ruta 9, Km 25, Sector Cabo Negro;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;1071;12/11/2007;Torre Auto Soportada;"48";"1900";UHF;30000;GSM(2G);TDMA;52° 57´ 11.30004´´;70° 50´ 24´´;"-70,84";"-52,953"
"14.927";"35.178";ENTEL PCS;2G;AVENIDA JOSE IGNACIO ZENTENO Nº 0406;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;310;14/04/2008;Monoposte;"27";"1900";UHF;30000;GSM(2G);TDMA;53° 8´ 41´´;70° 54´ 7´´;"-70,902";"-53,145"
"14.938";"36.749";ENTEL PCS;2G;JUAN WILLIAMS Nº 06503;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;883;11/11/2009;Torre Auto Soportada;"36";"1900";UHF;30000;GSM(2G);TDMA;53° 6´ 49´´;70° 52´ 41´´;"-70,878";"-53,114"
"14.966";"7835";ENTEL PCS;;CERRO DOROTEA;;Natales;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;206;30/06/2005;Torre Ventada;"30";"1900";UHF;30000;GSM;TDMA;51° 40´ 49´´;72° 26´ 16´´;"-72,438";"-51,68"
"14.915";"16.692";ENTEL PCS;2G;PARCELA 78 Y 79, SECTOR LOTEO VARILLAS;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;366;29/08/2005;Torre Ventada;"60";"1900";UHF;30000;GSM(2G);TDMA;53° 3´ 26´´;70° 52´ 26´´;"-70,874";"-53,057"
"14.922";"31.579";ENTEL PCS;2G/4G;RÓMULO CORREA Nº 1108;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;747;06/07/2018;Monoposte;"30";"1900";UHF;30000;LTE(4G)/GSM(2G);WCDMA;53° 9´ 17´´;70° 53´ 31´´;"-70,892";"-53,155"
"14.920";"31.576";ENTEL PCS;2G/4G;AV. ESPAÑA Nº 2353;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;747;06/07/2018;Monoposte;"24";"1900";UHF;30000;LTE(4G)/GSM(2G);WCDMA;53° 10´ 22´´;70° 55´ 31´´;"-70,925";"-53,173"
"19.270";"56.222";VTR MOVIL;3G;José Menéndez  N°206;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;67;30/04/2010;Torre Ventada;"21";"2100";UHF;30000;UMTS(3G);WCDMA;51° 40´ 50.1´´;72° 26´ 17.5´´;"-72,438";"-51,681"
"14.913";"43.776";ENTEL PCS;2G;AEROPUERTO DE PUNTA ARENAS;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;293;27/03/2009;Torre Ventada;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 0´ 37´´;70° 49´ 34´´;"-70,826";"-53,01"
"17.004";"14.229";Movistar;2G;Av. Eduardo Frei Montalva N° 0983;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;208;25/04/2006;Torre Auto Soportada;"30";"850";UHF;25000;GSM(2G);TDMA;53° 7´ 58´´;70° 54´ 32´´;"-70,909";"-53,133"
"14.953";"7836";ENTEL PCS;2G;RECINTO ENAP, SECTOR SAN GREGORIO;;San Gregorio;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;206;30/06/2005;Torre Ventada;"43";"1900";UHF;30000;GSM(2G);TDMA;52° 38´ 11´´;70° 12´ 35´´;"-70,21";"-52,636"
"17.582";"18.345";Movistar;2G;"Ruta 9 Norte, Km 13,5; Loteo G Varillas, Parcela 34. Río Seco";;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;302;07/06/2006;Torre Auto Soportada;"30";"850";UHF;25000;GSM(2G);TDMA;53° 3´ 11´´;70° 53´ 41´´;"-70,895";"-53,053"
"14.955";"7829";ENTEL PCS;2G;CERRO KIMIRI AIKE, SECTOR SAN GREGORIO;;San Gregorio;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;481;28/07/2017;Torre Auto Soportada;"24";"1900";UHF;30000;GSM(2G);TDMA;52° 23´ 2´´;69° 45´ 20´´;"-69,756";"-52,384"
"14.937";"48.248";ENTEL PCS;2G;PRESIDENTE EDUARDO FREI MONTALVA Nº 0983;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;879;11/11/2009;Torre Auto Soportada;"30";"1900";UHF;30000;GSM(2G);TDMA;53° 7´ 58´´;70° 54´ 32´´;"-70,909";"-53,133"
"14.921";"31.578";ENTEL PCS;2G/4G;GASPAR MARÍN Nº 976;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO EXENTO NOTIFICADO;747;06/07/2018;Torre Auto Soportada;"30";"1900";UHF;30000;LTE(4G)/GSM(2G);WCDMA;53° 9´ 40´´;70° 56´ 37´´;"-70,944";"-53,161"
"17.660";"14.514";Movistar;2G;"Ruta Ch255, Km106; Cerro Kamiri Aike";;San Gregorio;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;95;24/02/2005;Torre Auto Soportada;"42";"1900";UHF;20000;GSM(2G);TDMA;52° 23´ 1´´;69° 45´ 18´´;"-69,755";"-52,384"
"14.911";"36.056";ENTEL PCS;2G;AVENIDA ESPAÑA S/N;;Punta Arenas;Región de Magallanes y de la Antártica Chilena;DECRETO NOTIFICADO;559;30/06/2008;Torre Auto Soportada;"36";"1900";UHF;30000;GSM(2G);TDMA;53° 8´ 16´´;70° 53´ 19´´;"-70,889";"-53,138"
